success,target_term,explanation,examples,familiarity_before,familiarity_after,familiarity_improvement,response_time_ms,error,level
True,driver,A person who controls a car or truck.,The skilled driver expertly navigated the complex highway. | He is the important driver of this project.,0.21923987313510504,0.23632935107427355,0.017089477939168513,12812.171834011679,,A1
True,else,A possibility that hasn’t happened yet.,"If the temperature is below zero, the program will execute the else block. | If the user enters invalid data, the else statement shows an error message.",0.2214179957215813,0.23043749253291765,0.009019496811336347,14385.25743399805,,A1
True,north,Moving towards the northern part of the land.,The hikers started their journey north. | The ship sailed north across the vast ocean.,0.23134258196645133,0.24082524711385858,0.009482665147407254,12743.181773999822,,A1
True,put,To establish a position or connection.,The engineer put the wrench into the machine. | He put the package in the delivery truck.,0.24445761136655286,0.24445761136655286,0.0,10024.879464996047,,A1
True,angry,A feeling of being upset or mad.,The driver was very angry when the car stalled. | He felt angry at the unfair treatment.,0.22589271213461026,0.25050352226297096,0.024610810128360694,13313.568247001967,,A1
True,period,A time when something shifts or ends.,The old clock showed a long period of time. | The document ended with a final period.,0.2371315440534553,0.2526765100154685,0.015544965962013185,13617.29491999722,,A1
False,die,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,study,A process of examining or investigating something in detail to understand it.,The student will study the historical events. | He spent time studying the complex physics problem.,0.23539391364148807,0.23552915695724405,0.00013524331575598403,12068.715148008778,,A1
True,sentence,A word that tells us something.,The sentence explained a detailed analysis of the novel. | He said a clear and concise sentence to the audience.,0.24071730580914194,0.24841654009394074,0.007699234284798795,14267.315093995421,,A1
True,sport,A game or activity where people try to get better at something physically.,The team played a fun sport. | He enjoyed watching the athletes participate in various sport events.,0.2250362087897665,0.2408760695624307,0.01583986077266422,12855.266343001858,,A1
True,writer,"A person who makes things, like stories, books, or art.",The talented writer crafted a compelling story. | A diligent writer ensured accuracy in the report.,0.23038022203176992,0.23557487736888547,0.00519465533711555,12164.846593994298,,A1
True,life,The continuous process of existence and experience.,The entire process of the creature's existence is a vital aspect of life. | Living is a vital part of life.,0.23131383801472158,0.23601954269240313,0.004705704677681555,12014.660487009678,,A1
True,dd,"A short, repeated sequence of letters, often used to represent a specific unit or symbol.",The program requires the completion of a specific iteration with the value of ‘dd’. | The code includes the instruction to update the data with ‘dd’.,0.22981685769330892,0.22981685769330892,0.0,11994.424213000457,,A1
False,me,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,pound,A way to show how much weight something has.,The engineer used a big pound of steel to build the bridge. | They needed a significant pound of fertilizer for the crops.,0.23378306875277863,0.24913521154221022,0.015352142789431589,13734.976464998908,,A1
True,final,The very last answer.,The game ended in a final victory for the team. | The result was a final state of affairs.,0.2431735165063279,0.25038534332846735,0.007211826822139444,11435.406312011764,,A1
True,useful,A quality that offers a benefit or advantage.,This tool is very useful for repairs. | Her knowledge is very useful in solving complex problems.,0.2376096666734275,0.24373003733224105,0.006120370658813545,11381.233697000425,,A1
True,actor,A person who plays a part in a story.,The talented actor performed a powerful performance. | The director selected a talented actor for the leading role.,0.23594918935240625,0.25215126217532874,0.016202072822922492,14144.28909299022,,A1
True,third,A part of something that happens next.,The company announced a third successful product launch. | He finished the project with a third pass of testing.,0.23744210294966692,0.24734219503941843,0.009900092089751511,13335.136583991698,,A1
True,upstairs,A level that is higher than the floor below.,The cat is sleeping upstairs. | We need to go upstairs to get a glass of water.,0.23829855503059458,0.2513488215429652,0.013050266512370595,11569.608473000699,,A1
True,complete,Finished and finished all the work.,The project must be completely finished by the deadline. | The engine must complete its task effectively.,0.2368647739985211,0.2419801976082084,0.0051154236096873085,11224.357371000224,,A1
True,special,"A type of metal made with particular characteristics, used in new gadgets and things.",The engineer designed a special alloy for the new engine. | Scientists are studying special materials with strong ability.,0.22679072565782288,0.23501630378623736,0.008225578128414485,13706.881687001442,,A1
True,world,A huge place with lots of people and animals.,The world is full of amazing and puzzling things. | Scientists are studying the world's climate change.,0.23011410117321143,0.2344841665158702,0.004370065342658769,13182.607855997048,,A1
False,have,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,when,"At a specific time, performing a task.",The meeting will be held when the presentation is complete. | He will be there when she arrives.,0.24017369649165285,0.24240553351500727,0.002231837023354416,11952.693677012576,,A1
False,come,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,dress,A garment worn on the body.,The man is wearing a formal dress for the wedding. | She picked a nice dress for the party.,0.24318854285197147,0.2599270667460483,0.016738523894076845,13231.238587992266,,A1
True,this,A specific time or event.,The weather is currently this cold. | He felt this feeling of calm after the stressful day.,0.22808392136400438,0.23657196533304822,0.008488043969043846,12671.746193998843,,A1
True,happy,A feeling of being pleased and content.,The children were happy to see their pet dog. | He felt incredibly happy after receiving the good news.,0.23878628122769197,0.24333614716754579,0.00454986593985382,11443.259801002569,,A1
True,yard,A small area for playing or relaxing outdoors.,"He spent the afternoon in his yard, working on his gardening. | The children built a big fort in the yard.",0.23314550417747185,0.2496665092239995,0.016521005046527648,13474.962637003046,,A1
True,boot,A machine that moves a car or truck.,The driver used the boot to start the engine. | The old boots were dirty and worn.,0.2309972235528527,0.2395460439047842,0.008548820351931496,13556.687799995416,,A1
True,interest,A feeling of wanting to know more about something.,The author had a strong interest in ancient history. | He had a strong interest in learning a new language.,0.2492879686324548,0.2520759663372147,0.002787997704759876,11885.025010007666,,A1
True,bottle,"A container for liquids, often made of glass or plastic.",He put water in the large plastic bottle. | The bottle held a clear liquid.,0.22732771893884499,0.2318162112393538,0.004488492300508823,12720.916050995584,,A1
True,hope,A feeling of optimism and expectation for a favorable outcome.,They hoped for a happy ending. | She hoped to do her artistic endeavors.,0.23098561374454993,0.2465145419418212,0.01552892819727128,12255.425057999673,,A1
True,healthy,"A good state of being, feeling strong and full of energy.",The doctor told us to be healthy. | Eating a healthy diet is important for staying healthy.,0.23121354877561537,0.2548136188377488,0.02360007006213341,14670.304731000215,,A1
True,question,A request for more information.,The student asked a question about the homework. | He asked a question about the solution to the problem.,0.2455777112291194,0.25075841323797116,0.005180702008851762,12503.01031699928,,A1
False,farmer,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,us,A formal address expressing a request or acknowledgment.,Please use this document for us. | We need to provide us with the necessary information.,0.22462782440096898,0.22969843918496638,0.005070614783997396,11607.34709200915,,A1
True,as,The action takes place one at a time.,"He did the task carefully, as he always does. | The team worked together, coordinating their efforts as precisely as possible.",0.2283221704707518,0.2384766033779837,0.01015443290723192,14212.67553800135,,A1
True,take,To grasp or secure something with one's hands.,Please take the document from me. | He will take the train to visit his family.,0.24011782176402638,0.24011782176402638,0.0,10361.604602992884,,A1
True,midnight,The period between sunset and the appearance of the stars.,"The clock struck midnight, signaling the end of the workday. | A long, dark night arrives with the appearance of midnight.",0.25512352982234393,0.25512352982234393,0.0,11024.800489001791,,A1
True,our,A group of people committed to a shared goal.,Our team worked very hard to achieve our goals. | Our country works hard to build a fair and equal society.,0.23441947534680818,0.24391114496283547,0.009491669616027293,13181.250523994095,,A1
True,card,"A thin piece of cardboard, usually used for writing or keeping things safe.",He used a sharp card to cut the paper. | The mail carrier delivered a new card with the address.,0.24487039365484067,0.25255293623277986,0.007682542577939183,12417.523705997155,,A1
True,include,To add something as a component or part of a larger whole.,The report includes detailed data analysis. | The presentation includes a compelling story.,0.2249046138753202,0.2249046138753202,0.0,10282.466065007611,,A1
True,between,A point of contact or distance separating two things.,The two cities are situated between two large lakes. | The truck went between the two factories.,0.243635866285455,0.246029661404895,0.00239379511943999,11723.300117009785,,A1
True,party,A fun event with people enjoying each other’s company and dancing.,The friends had a fun party. | They had a big party to celebrate their anniversary.,0.23473585025409135,0.24716529094071804,0.012429440686626686,14388.973021996208,,A1
True,for,A way to do something or where something goes.,I need to do this task for my supervisor. | He used the tool for assembling the furniture.,0.23089307044790455,0.23442585361455856,0.0035327831666540077,11739.19833599939,,A1
True,right,An action demonstrating accuracy and adherence to established principles or standards.,He did the task right. | The driver drove carefully and right on the road.,0.20996819986213763,0.24235617386521666,0.03238797400307902,12817.684965993976,,A1
True,relax,To take a break and feel calm.,I need to relax after a long day at work. | Let's relax and enjoy the peaceful atmosphere.,0.24291486931954673,0.24717537863632702,0.004260509316780292,11909.461484989151,,A1
True,hot,A temperature that feels pleasant and comfortable.,The air was very hot today. | The furnace was running very hot.,0.23327399317782807,0.2532313543619185,0.019957361184090444,12100.617550997413,,A1
True,player,A person who engages in physical activity or sports.,"The athlete practiced hard, focusing on being a player. | The team was a group of talented players, working together to win.",0.24044066311025977,0.2497854129148409,0.009344749804581137,13914.084566989914,,A1
True,describe,"Explain in detail what something looks like, how it works, or what it is about.",The old house is described as crumbling and covered in ivy. | The story describes the events that led to the war.,0.22707966291527226,0.2400676004404736,0.012987937525201332,14691.77495900658,,A1
True,star,"A bright, glowing object in the sky.",The telescope showed a star. | I looked at the star in the dark.,0.23230440684626816,0.2575618004539712,0.025257393607703044,13820.030543996836,,A1
True,beer,"A warm drink, often enjoyed with friends.",The bartender served a cold glass of beer. | He enjoys a local craft beer with his lunch.,0.23345077321349472,0.2448886937518745,0.011437920538379776,11624.10501499835,,A1
True,at,A point of connection or focus.,He wrote a letter to me at the end of the day. | The dog was running freely at the corner.,0.2570708077780764,0.2570708077780764,0.0,10673.701377992984,,A1
True,short,A few words.,The story is very short. | I read a short chapter of the book.,0.26110824871540445,0.2666803175760385,0.00557206886063405,10490.153132996056,,A1
False,eight,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,today,"The present moment of existence, a brief period of time.",The sun shines brightly today. | I am feeling grateful today.,0.2461982332877353,0.2461982332877353,0.0,9702.252194998437,,A1
True,follow,To proceed with a task or action.,The programmer must follow the established coding standards. | The company must follow the rules about data privacy.,0.24757148700665288,0.24778365344188372,0.00021216643523083722,11494.880954007385,,A1
True,bicycle,A two-wheeled vehicle used for transportation.,The rider rode the bicycle along the path. | The children enjoyed playing with the colorful bicycle.,0.2204331401468201,0.22780408482761172,0.007370944680791608,11691.413560009096,,A1
True,woman,A person who helps with the home and family.,The old woman took good care of her garden. | She is a dedicated woman who volunteers at the local shelter.,0.22919213037323202,0.24183778444084947,0.012645654067617446,13435.480501007987,,A1
True,bread,"A soft, flat food, like a cracker.",The baker made a beautiful loaf of fresh bread. | My family enjoys a warm slice of crusty bread.,0.22124045411056792,0.2328488261758924,0.011608372065324474,12209.890754995286,,A1
True,warm,A state of being excessively comfortable and pleasant.,"The sun is shining, making everything feel warm. | The house felt cozy and warm after a long winter.",0.23602610398830848,0.23875394509548156,0.0027278411071730846,11695.966186001897,,A1
True,weather,"The air and sky conditions, such as temperature and if it’s raining or windy.",The weather forecast says a big change in weather. | Severe weather is expected in the coming days.,0.22650765569882392,0.2462423338708822,0.01973467817205829,14589.289440991706,,A1
True,meet,Spending time with others and chatting.,He wanted to meet his friend at the cafe. | The children eagerly meet at the playground.,0.23112737462448232,0.24254554596211808,0.011418171337635757,12797.80268498871,,A1
True,sad,Feeling low and not feeling right.,"The old man was very sad after losing his wife. | She felt sad about the situation, even though she tried hard.",0.2337950508449843,0.2524929395184709,0.018697888673486596,14220.950850998634,,A1
True,house,A structure designed for shelter and living.,The old house stood on a hill overlooking the valley. | He built a beautiful house with a wide porch.,0.23585918312064244,0.23585918312064244,0.0,10367.880703997798,,A1
True,conversation,"A dialogue or exchange of ideas, often involving the sharing of information.",The business leaders had a productive conversation to discuss strategic goals. | I had a friendly conversation with my friend about their recent experiences.,0.23246779171427615,0.23561538961451337,0.00314759790023722,14139.769244997296,,A1
True,i,"A soft, gentle noise, like wind or a light tremor.","The kitten played with a ball of yarn, making a soft 'i' sound. | The rain whispered 'i' through the leaves.",0.22344792154734008,0.23056384605358782,0.007115924506247734,12732.552243993268,,A1
False,history,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,dog,"A furry pet, like a puppy or a young animal.",The neighbor’s dog is very playful. | I love to play fetch with my dog.,0.23425958314664982,0.2401101280375498,0.005850544890899978,11442.322553994018,,A1
True,sit,To be still and rest on the ground.,He needs to sit down for a moment to think about this. | Let’s sit and enjoy the view from here.,0.25825938908092694,0.2634588110975669,0.005199422016639976,12225.3364759963,,A1
True,father,A person who looks out for a young person and protects them.,The old father showed his son how to fish. | He is a kind father to his grandchildren.,0.24274778308258296,0.25738112018060333,0.014633337098020366,14055.894335004268,,A1
True,wife,A person who is with you as a partner.,The wife is very supportive of her husband’s career. | He loved his wife’s loyalty.,0.2207410221029993,0.2502401680222118,0.02949914591921246,13902.438559001894,,A1
True,so,The state of being remarkably pleased and enthusiastic.,The news of the victory was so inspiring. | He felt so confident about the project's success.,0.2455916368339013,0.2455916368339013,0.0,10312.076504007564,,A1
True,sell,To trade something for money.,The salesman was tasked with sell the product to the client. | He wanted to sell the antique furniture for a good price.,0.23014134164741976,0.2334963489214862,0.003355007274066457,12811.263591996976,,A1
False,begin,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,radio,A device that sends sound signals.,The station broadcasts its programming on the radio. | I listened to the news on the radio.,0.2523839947584456,0.26242042424158724,0.010036429483141651,10812.396098001045,,A1
False,true,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A1
True,cousin,"A person who is close to your family, often someone you know from when you were growing up.",His cousin helped him move the furniture. | She told her cousin about her worries.,0.22321423798255466,0.2398047607255327,0.016590522742978037,12855.73025100166,,A1
True,orange,A yummy fruit that’s bright and reddish-yellow.,The gardener picked a sweet orange. | He enjoyed the sweet and tangy flavor of the orange.,0.2224764489812718,0.2436263131761206,0.021149864194848794,13726.370018994203,,A1
True,stove,A household appliance used for heating food or water.,The old stove was covered in a lot of soot. | He had to fix the damaged stove to cook.,0.23803846908193924,0.24608278762229197,0.00804431854035273,13137.139185986598,,A2
True,electricity,"A way to make things work, like turning on lights or running machines.",The power plant relies on the flow of electricity to produce fuel. | The storm made a problem with the electricity.,0.24208484481146078,0.24915269669763526,0.007067851886174481,13452.525037995656,,A2
True,connected,"The parts work together, sending information and talking to each other.",The network was designed to be connected to multiple servers. | The two devices were connected by a cable.,0.23271495150122298,0.23859116322953589,0.005876211728312902,13208.161310991272,,A2
True,material,"The thing you build with, like wood, metal, or plastic.",The building was built with strong material. | The antique furniture was made from luxurious material.,0.2308206289818023,0.24387826550329147,0.013057636521489169,13124.242860998493,,A2
True,immediately,A quick action to deal with something.,He responded immediately to the urgent call. | The company implemented new policies immediately.,0.22378759417753616,0.23291994978731154,0.009132355609775378,11425.233820002177,,A2
True,expect,To think about what will happen later.,The company is expecting a big increase in sales. | She expected a pleasant surprise at the party.,0.23505517025704106,0.24529352914662791,0.010238358889586852,12384.647925005993,,A2
False,runner,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,skiing,The activity of sliding down snowy slopes with poles.,The children were enjoying a thrilling skiing session. | Experienced skiers enjoy skiing on the slopes.,0.21318491233739442,0.2264756530329958,0.013290740695601377,12533.750076006982,,A2
True,polite,"Expressing respect and consideration, often with a formal tone.",The waiter served the food in a polite way. | She offered a **polite** greeting to the guests.,0.24670675122693628,0.2467839686695021,7.721744256583563e-05,11888.79532199644,,A2
True,discovery,The process of gaining knowledge or understanding of a new fact or thing.,The scientist made a big discovery about the universe. | A discovery of a rare butterfly inspired her passion.,0.22536534001971956,0.23840054493893592,0.013035204919216364,13117.939692994696,,A2
False,site,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,future,A time that will happen or is expected.,The future of the city will be a technological marvel. | The future of the project depends on new ideas.,0.23563018512909392,0.24799255258977648,0.01236236746068256,12701.169808002305,,A2
True,thinking,A process of using your mind.,He was carefully thinking about the new law. | The child was thinking about what to do next.,0.24827290639693997,0.27171883455074597,0.023445928153806,13989.520617004018,,A2
True,touch,A fleeting sensation of contact with an object.,The rain did a gentle touch on the windowpane. | He felt a sharp touch from the metal of the handle.,0.24692880945227094,0.24692880945227094,0.0,10508.029938006075,,A2
True,attractive,Looks good and is pleasing to the eye.,The painting had a very attractive glow. | The model’s body was attractive.,0.23365975417773707,0.2599793573710533,0.02631960319331625,13144.489283004077,,A2
True,drama,"A story with lots of problems and feelings, and sometimes people doing bad things to each other.",The play had a big drama of revenge. | The politician’s speech was a dramatic story of political games.,0.22142039069565703,0.24540783502416463,0.023987444328507607,15111.932692001574,,A2
True,welcome,A good feeling of being comfortable and happy.,The guest expressed their pleasure with a warm welcome. | The restaurant staff offered a warm welcome to the new customers.,0.23934982266446017,0.25153602734951086,0.012186204685050689,12104.332190996502,,A2
True,ancient,A story from a very long past.,"The historian discovered an old story on the ancient stones. | The legend speaks of a powerful, ancient kingdom lost to time.",0.22780644551471543,0.2489446387116785,0.021138193196963057,13464.838230996975,,A2
True,usual,A common way of doing things.,The weather is usually pleasant during the summer. | He always does the usual thing when finishing the project.,0.2320661117130146,0.24764035952614472,0.015574247813130104,12341.386240004795,,A2
True,formal,A structured and proper way of speaking.,The judge delivered a very formal verdict. | The company used a formal contract for the project.,0.23769176743991513,0.25618854019886905,0.018496772758953922,12811.54398000217,,A2
True,invitation,A way to tell someone to do something or see you.,The company extended an invitation to the media to cover the event. | The teacher sent an invitation for the students to join the class.,0.23354438580997885,0.24086190588263648,0.007317520072657624,14054.145849004271,,A2
True,except,A way of pointing out that something isn’t occurring or isn’t correct.,"The report shows a positive result, except for a minor discrepancy. | The driver pulled over, except for a pedestrian crossing the street.",0.21788483807340642,0.22771973489409592,0.009834896820689498,13433.0747579952,,A2
True,badly,The action was done quickly but with a lot of stress.,The driver swerved badly to avoid a collision. | The politician’s speech was badly delivered.,0.23549360327825228,0.2441623573362527,0.00866875405800041,11937.050563006778,,A2
True,digital,A way of getting information using tiny pieces.,The computer’s processing is powered by a complex digital circuit. | The data was sent over a digital network.,0.23477604755723203,0.24492525707770785,0.010149209520475821,13911.834530998021,,A2
False,present,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,stair,A sloping way up or out.,"The old house had a long, winding stair to the attic. | The children climbed the stair to the top of the building.",0.2465767562799471,0.2531242507455192,0.006547494465572096,14829.483572000754,,A2
True,fork,A utensil used to hold and eat food.,The chef used a long fork to slice the vegetables. | He used a strong fork to scoop the mashed potatoes.,0.23602983212038134,0.24766649053330428,0.01163665841292294,14397.778875994845,,A2
True,direct,The act of conveying something plainly and without delay.,The manager told the team to start the project directly. | He delivered the news with a direct voice.,0.24866190878202363,0.25415177559028657,0.005489866808262939,11384.445881005377,,A2
True,sea,A large body of water with waves and flowing water.,The boat sailed across the big sea. | The captain sailed through the dangerous waters of the sea.,0.22213802134024138,0.24395486936270985,0.02181684802246847,14027.408387002652,,A2
True,noisy,A loud sound that bothers you.,The city streets were full of a noisy sound. | The old radio was emitting a very noisy signal.,0.23284227078767838,0.2542828110303394,0.02144054024266101,13036.66820199578,,A2
True,intelligent,A person who is very smart and good at thinking.,The detective’s observations were very intelligent. | He showed a very intelligent understanding of complex issues.,0.21463070728484213,0.23994295572359914,0.025312248438757012,14046.588605997385,,A2
True,safe,A state of being without risk or danger.,The building is made safe with reinforced materials. | Let's maintain a safe distance from the potential hazards.,0.24163092546179832,0.24186179631640017,0.00023087085460185564,12297.907497995766,,A2
True,manager,A person who leads and helps an organization do its work.,The senior manager put a new strategy into action. | The manager oversaw the completion of the project.,0.24196699614255582,0.25213566388818504,0.010168667745629217,12690.690401999746,,A2
True,closet,A room to keep things hidden.,"I need to put my old clothes in the closet. | The detective searched the basement, looking for a secret in the closet.",0.23321005643766432,0.258075773664757,0.02486571722709266,15245.099193998612,,A2
True,exact,Precisely and without any doubt.,The report gave an exact analysis of the market trends. | He needed an exact measurement of the component to ensure proper alignment.,0.22168966721547922,0.2343794383961555,0.012689771180676268,13812.231845993665,,A2
True,clerk,A person who helps keep things organized and organized.,The clerk carefully filed the documents each day. | The clerk worked with the office’s work.,0.2350996080733528,0.2536987057476405,0.018599097674287662,13817.383963993052,,A2
True,elevator,A machine that carries people up or down a floor.,The worker used the elevator to get to the top floor. | Construction workers rely on the elevator to move heavy materials.,0.2354260305528442,0.24058098382594903,0.005154953273104834,13106.114221998723,,A2
True,suppose,To think about a future or possibility.,He suppose it would rain tomorrow. | The company is supposed to increase profits next year.,0.23148394249336288,0.24439002333341528,0.012906080840052403,12377.826474999893,,A2
True,position,The arrangement of elements in a structured system.,The engineer carefully adjusted the sensor’s position. | The camera’s lens was adjusted to ensure a correct position.,0.23505076624125673,0.23505076624125673,0.0,10559.889917989494,,A2
True,percent,A way of showing how much of something is compared to something else.,The sales went up by five percent. | The project completed at a five percent completion rate.,0.2234122710455723,0.23822330482882625,0.014811033783253963,13209.242837998318,,A2
True,everywhere,The extent of a phenomenon or situation.,The signal was strong everywhere. | The problem was evident everywhere.,0.23603383082965768,0.23603383082965768,0.0,9673.269996987074,,A2
True,surprise,A big and unexpected thing that makes you feel excited!,The old house held a surprise of treasures hidden within its walls. | I wasn’t expecting a surprise visit from my best friend.,0.23185854735678568,0.23671258358613012,0.004854036229344438,12384.295249008574,,A2
True,publish,To share something with lots of people.,The author will publish the new novel next month. | The company plans to publish a groundbreaking study.,0.22465837620762583,0.23218485014328652,0.0075264739356606936,11237.76965799334,,A2
False,law,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,public,The authorized area for access and use.,The company’s public campaign wants to share its message with everyone. | The government showed the report to the public.,0.241564280951582,0.25168847130148936,0.010124190349907358,13059.397891003755,,A2
True,invent,To create something new or imaginative.,The scientist was trying to invent a new energy source. | He decided to invent a new way to solve the problem.,0.23660137090073766,0.23719416931577395,0.0005927984150362886,11734.924371005036,,A2
True,hill,"A large pile of earth, usually with a big drop off.",The farmer made a big fence on the hill. | The children played happily on the grassy hill.,0.23106363549242429,0.23726747252105881,0.006203837028634529,13249.082330992678,,A2
False,wooden,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,clearly,The statement is explained exactly and without any doubt.,The data shows a clear trend in the graph. | The reasoning is clearly explained to the audience.,0.2285684397533153,0.2544067799777217,0.025838340224406398,14573.832284004311,,A2
False,officer,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,neck,A joint between the head and body.,The veterinarian examined the animal’s neck carefully. | The hunter carefully adjusted the neck of the deer.,0.23278555354554467,0.24215947010936223,0.009373916563817558,12980.19531898899,,A2
False,book,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
False,target,,,,,,,500 Server Error: Internal Server Error for url: http://localhost:8000/explanations,A2
True,arrange,"To put things in a specific order, step by step.",The team had to arrange the tasks to meet the deadline. | He attempted to arrange the colors to create a pleasing design.,0.23011958276996416,0.23911309810557346,0.008993515335609298,12579.097217996605,,A2
True,care,A feeling of concern and thoughtfulness.,He showed a lot of care for his elderly grandmother. | The doctor gave a careful medication plan.,0.23535442109446877,0.2507315009948649,0.015377079900396134,12468.116711999755,,A2
True,comfortable,A feeling of being relaxed and pleased.,The couch is very comfortable. | She found the seat to be remarkably comfortable.,0.24128471054482403,0.2603466337231057,0.019061923178281648,11828.32118299848,,A2
True,response,An answer to a question or saying.,The customer offered a positive response to the service. | He gave a thoughtful response to the criticism.,0.240310755840169,0.24356578732294723,0.0032550314827782256,12519.160240000929,,A2
True,completely,Being very happy and satisfied.,The customer wanted a completely satisfied experience. | He felt completely overwhelmed by the task.,0.23199120517826008,0.23986971002745316,0.007878504849193085,12390.15726800426,,A2
True,simple,A job that’s easy to learn and produces results quickly.,The project was done in a simple way. | It was a simple task to complete the report.,0.23791250005466455,0.2552966932045592,0.017384193149894672,12941.408045997377,,A2
True,lamp,"A small, light-making object.",The lamp cast a warm glow on the sidewalk. | He used the lamp to light his work.,0.23102673117798642,0.24649891356710382,0.015472182389117406,13221.911400993122,,A2
False,rate,,,,,,,422 Client Error: Unprocessable Entity for url: http://localhost:8000/explanations,A2
True,back,The process of moving or reversing a sequence of events.,The dog walked back to its home. | The car turned back after hitting a pothole.,0.24170051315955002,0.242085313682135,0.00038480052258499375,11349.063443994964,,A2
True,independent,A system that works on its own.,The policy is designed to be independent of political agendas. | He valued his independence and thought for himself.,0.23238683159121487,0.25661059563519223,0.02422376404397736,12802.835120004602,,A2
True,included,A part of something bigger.,The presentation included several charts and graphs. | The software included a user-friendly interface.,0.22547787943132544,0.2311694789670469,0.005691599535721459,11240.064982994227,,A2
